event_id,customer_id,is_logged_in,event_type,page_url,page_type,product_id,event_time,session_id,device_id,ingest_run_id,timestamp_raw,page_url_raw,time_flag,device_flag
e94b760c-0b17-4b10-a4a5-1265162eea65,f63cddb2-8eb6-48a8-9841-1227564dcf43,True,page_view,https://shop.example.com/product/PROD-0237,product_detail,PROD-0237,2025-11-21 23:20:58,03625daf-e2bc-4055-af48-e7961c5e7627,9c5de121-27e0-403c-a70e-7112682e2384,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-21T23:20:58,https://shop.example.com/product/PROD-0237,,
80a45d2f-3023-4130-bf90-8d98edfa4cfb,82bfe294-f6f0-49a0-a0e9-9d92a13ee19b,True,add_to_cart,https://shop.example.com/product/PROD-0300,product_detail,PROD-0300,2025-11-07 20:32:29,5731bc2a-d169-4b5b-856d-1572611003e5,bea75011-d96e-4e37-bd80-12263c1eab8a,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-07T20:32:29.594798+00:00,https://shop.example.com/product/PROD-0300,,
6358b420-0e15-4301-b3f2-2d2f0a12c019,65e4be69-18e5-40f3-b12a-3aafdd9439e5,True,page_view,https://shop.example.com/product/PROD-0044,product_detail,PROD-0044,2025-11-16 11:25:26,5eb93806-4cc3-4ff9-9cde-89ee4bda187d,c0a39796-4358-4954-99d8-ca9e7fd40f38,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-16T11:25:26.993982+00:00,https://shop.example.com/product/PROD-0044,,
a9e6d35a-3d0b-47b1-a7a8-7107c55f053b,85935131-af54-4f3a-a70f-1b795b8a4151,True,page_view,https://shop.example.com/product/PROD-0292,product_detail,PROD-0292,2025-09-28 01:23:43,5e9801b0-9d0d-4ace-b74c-f6e9df72a5ae,c8362d45-6e28-4a00-ae21-1ae5bf09d40b,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-09-28T01:23:43.505805+00:00,https://shop.example.com/product/PROD-0292,,
4f1c331d-b587-4ac9-8332-99f22052941f,,False,page_view,https://shop.example.com/product/PROD-0424,product_detail,PROD-0424,2025-09-03 07:47:39,28960e7f-2c88-4c65-a66a-9bf37b9a5767,4c47f288-730e-4b1d-94c1-0fbcb06074e8,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-09-03T07:47:39.487772+00:00,https://shop.example.com/product/PROD-0424,,
46a3a7b2-5508-4c0f-bad3-77247525c2eb,180be39d-14f2-4d52-a65c-55c4d3b4b7de,True,page_view,https://shop.example.com/product/PROD-0201,product_detail,PROD-0201,2025-09-29 05:51:58,95594171-a1f6-4af0-afc9-4bf4cc7e6223,5388419f-1b36-462f-9d8f-9788df3744e6,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-09-29T05:51:58.254317+00:00,https://shop.example.com/product/PROD-0201,,
1b4f00aa-36a9-4175-853d-fd633ca7f050,3f426bda-5f66-427b-a9ec-e87bb7bb1157,True,add_to_cart,https://shop.example.com/product/PROD-0458,product_detail,PROD-0458,2025-11-08 04:10:30,05907dbf-5597-41cb-99b5-a168b9596865,a4bf895b-4bf1-44df-8e41-b78716527dae,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-08T04:10:30,https://shop.example.com/product/PROD-0458,,
440dea97-28ea-4cbe-b7d4-cee1a477aac8,,False,page_view,https://shop.example.com/product/PROD-0202,product_detail,PROD-0202,2025-11-29 02:21:46,1c6709a0-1433-4554-8511-bbe0595b1113,d5d70dfd-b23d-4ded-a582-1835b85cc493,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-29T02:21:46.571496+00:00,https://shop.example.com/product/PROD-0202,,
291117c0-0d90-4a77-ba6c-5a94382c28c8,a99bcfac-b2ee-4de4-b20b-e83f663d111d,True,page_view,https://shop.example.com/product/PROD-0291,product_detail,PROD-0291,2025-11-04 11:58:49,de650516-1a2a-4acd-b355-66c61f86d811,800079d9-9d6e-428d-8c07-57ffad7fefd1,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-04T11:58:49.640896+00:00,https://shop.example.com/product/PROD-0291,,
122e6593-ec33-4147-b45d-0c587d32dbe8,21d5d03c-1962-44ec-aaa4-9e01fac8174c,True,search,,,,2025-10-23 08:58:24,782fb9b9-8070-48ae-be34-0968fd68df7e,7ff78436-1ef3-48f7-a296-9842dc9e6a52,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-10-23T08:58:24.685780+00:00,,,
2d23297a-aba4-4880-bddf-5af84c297735,,False,search,https://shop.example.com/category/electronics,category,,2025-11-01 19:03:37,bc877ca9-d3a8-4fc8-9f6f-bbc71472c70e,411b6ca1-7dfa-4502-aced-2b35b32fee64,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-01T19:03:37.433005+00:00,https://shop.example.com/category/electronics,,
403068d6-f49a-4d54-8cfd-308548b1a4db,9acdcaed-1497-4a3a-af68-e8813a869883,True,page_view,https://shop.example.com/product/PROD-0113,product_detail,PROD-0113,2025-11-01 14:14:57,d18c12f6-4e89-4b1d-9503-32d3ef8ec3bb,1d7034a1-1d8f-4357-8180-5d4434262de8,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-01T14:14:57.437673+00:00,https://shop.example.com/product/PROD-0113,,
7550cacc-dedc-4b6b-b8bf-9ab3b8ac658f,b4907628-7ca6-42fc-89ca-76f9426114b2,True,page_view,https://shop.example.com/product/PROD-0078,product_detail,PROD-0078,2025-09-26 10:30:41,abb411e8-e48a-4d12-bf8d-dcfdfc4e1495,81a615bb-4127-4630-8d90-24fd80d9e05a,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-09-26T10:30:41.350150+00:00,https://shop.example.com/prod////PROD-0078,,
42ec25e7-9f14-4c1b-899a-b1e7d89ebc3c,8e2b0520-3be6-4bc8-85a7-49c5d4ebb6d9,True,page_view,https://shop.example.com/product/PROD-0254,product_detail,PROD-0254,2025-11-11 17:27:23,7f8b57a6-da54-47a3-b300-3d83f91b6c5e,f0510d8d-3d37-4221-bafb-b5f3403c833e,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-11T17:27:23.527801+00:00,https://shop.example.com/product/PROD-0254,,
a7b2da42-0c92-40d3-a79b-732aaab7bc34,8d357a0e-05a3-46b9-aa64-05d3798545c3,True,page_view,https://shop.example.com/product/PROD-0255,product_detail,PROD-0255,2025-11-21 11:48:04,16cf0e96-c9a5-4d20-84c2-07ca1384f4d5,ec6f00b0-a65b-4a26-993c-18baf4f5182c,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-21T11:48:04.782266+00:00,https://shop.example.com/product/PROD-0255,,
96664c0f-69a3-484d-a9c7-3ce44b82080e,d84ee490-1245-4137-818b-53486c5b586e,True,page_view,https://shop.example.com/product/PROD-0124,product_detail,PROD-0124,2025-11-16 05:14:42,7db0c935-54a0-4657-b66f-2d0cda832e30,58762ade-fce8-4a17-a749-badc386277d1,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-16T05:14:42.667900+00:00,shop.example.com/product/PROD-0124,,
5a9a128b-cae6-49c7-9041-b946425692d5,0d6909c6-706c-4503-8caa-d5f1973ab379,True,page_view,https://shop.example.com/product/PROD-0449,product_detail,PROD-0449,2025-11-20 10:59:09,2b1d0fc0-2dad-4926-88c0-02d1d188344a,c30d8af5-9a69-4071-b64b-6eeccadd06fc,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-20T10:59:09.118881+00:00,https://shop.example.com/product/PROD-0449,,
8667ab38-bad1-441c-80af-0c00a1c2d38f,dbbba802-7142-4c30-82a6-4a0980e915ef,True,login,https://shop.example.com/search?q=shoes,search,,2025-09-13 03:36:34,5c642319-c6ee-4c80-a9b0-74b90a39ddd4,61736c3a-e0c5-497a-b48e-3fc3bbc1866b,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-09-13T03:36:34.745471+00:00,https://shop.example.com/search?q=shoes,,
faaf824e-a2c6-450b-9d06-2a02753308bf,83ec5c5d-c05b-4c2b-b216-80175f2c4979,True,search,https://shop.example.com/,home,,2025-11-02 10:57:28,c628c487-d290-4940-b715-d30cded8d5dc,a16caf63-6b0a-4fba-900f-0c53b2277de4,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-11-02T10:57:28.508299+00:00,https://shop.example.com/,,
0c457dc5-e5fc-4e90-bc84-8e407ae195bf,0cdba9eb-f41c-4756-8ea4-1482df603848,True,page_view,https://shop.example.com/product/PROD-0280,product_detail,PROD-0280,2025-12-02 00:56:16,697271a4-3103-4641-92be-526f3d9050bb,3f48e5db-babb-4b81-b5f3-55e498762ebf,920fe448-95d0-4ccb-b77b-2c7cfa389054,2025-12-02T00:56:16.391528+00:00,https://shop.example.com/product/PROD-0280,,
